,P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_MASS_LIMIT,P_MASS_ORIGIN,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_RADIUS_LIMIT,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_PERIOD_LIMIT,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_SEMI_MAJOR_AXIS_LIMIT,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_ECCENTRICITY_LIMIT,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_INCLINATION_LIMIT,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_OMEGA_LIMIT,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_MAG_ERROR_MIN,S_MAG_ERROR_MAX,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_TEMPERATURE_LIMIT,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_MASS_LIMIT,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_RADIUS_LIMIT,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_METALLICITY_LIMIT,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_AGE_LIMIT,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_LOG_LUM_LIMIT,S_LOG_G,S_LOG_G_ERROR_MIN,S_LOG_G_ERROR_MAX,S_LOG_G_LIMIT,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
83,Kepler-47 c,Transit,Kepler,2012,4/22/2019,3.17,-1.25,2.18,0,Mass,4.65,-0.07,0.09,0,303.227,-0.027,0.062,0,0.9638,-0.0044,0.0041,0,0.044,-0.019,0.029,0,90.192,-0.004,0.005,0,306.0,-67.0,40.0,0,Kepler-47,,,,295.29789,46.92043,19h41m11.49s,+46d55m13.55s,15.31,-0.115,0.115,1025.02,-30.6445,30.6445,5636.0,-100.0,100.0,0,0.96,-0.01,0.01,0,0.94,-0.01,0.01,0,-0.25,-0.08,0.08,0,,,,0,-0.076,-0.036,0.033,0,4.49,-0.01,0.01,0,0.82566363,0.68172043,0.14660654,0.031528289,0.01372438,0.96473296,0.9213928,1.0062072,0.96403339,0.90457996,0.82913483,0.98880436,248.344,243.08379,254.02549,,274.52494,286.88188,Neptunian,G,19 41 11.49,+46 55 13.55,0.83945999,0.69342915,1.6401603,0.87831736,1.5550209,0.92889203,1.5550209,0.84786374,1.5550209,2.4737953,1.5680453,0.45510143,1,1,Warm,0,0.54182487,Cygnus,Cyg,Swan
84,Kepler-55 c,Transit,Kepler,2012,9/20/2021,69.8,-18.3,32.6,0,Mass,2.21,,,0,42.151642,-0.00053,0.00053,0,0.2095,,,0,0.0,,,0,89.96,,,0,,,,0,Kepler-55,,,,285.16833,44.02649,19h00m40.40s,+44d01m35.36s,15.746,-0.355,0.355,578.796,-9.3,9.604,4362.0,,,0,0.62,,,0,0.58,,,0,-0.01,-0.099,0.11,0,2.34,-0.879,2.45,0,-0.763,,,0,4.7,,,0,5.6199386,31.58371,14.291272,6.4666388,0.01011868,0.2095,0.2095,0.2095,0.2095,3.9321669,3.9321669,3.9321669,358.72174,358.72174,358.72174,405.11984,405.11984,405.11984,Superterran,K,19 00 40.40,+44 01 35.36,0.17258379,0.33373648,0.82990145,0.4227295,0.78681778,0.44770675,0.78681778,0.4080976,0.78681778,1.1216665,0.15188369,0.35147252,0,0,Hot,0,0.50224615,Lyra,Lyr,Lyre
85,TRAPPIST-1 g,Transit,Multiple Observatories,2017,11/14/2022,1.321,-0.038,0.038,0,Mass,1.129,-0.013,0.015,0,12.352446,-5.4e-05,5.4e-05,0,0.04683,-0.0004,0.0004,0,0.00208,-0.00058,0.00058,0,89.742,-0.012,0.012,0,191.34,-13.83,13.83,0,TRAPPIST-1,,,,346.62639,-5.0434618,23h06m30.33s,-05d02m36.46s,17.02,-0.2,0.2,12.429889,-0.0187066,0.0187066,2566.0,-26.0,26.0,0,0.09,0.0,0.0,0,0.12,0.0,0.0,0,0.04,-0.08,0.08,0,0.5,,,-1,-3.257,-0.015,0.015,0,5.24,-0.01,0.01,-1,1.081694,1.170062,1.0363702,0.91795415,0.001144525,0.046830101,0.046732594,0.046927406,0.046830025,0.25232055,0.25127362,0.25337294,180.54585,180.35842,180.73396,203.89817,203.6865,204.11061,Terran,M,23 06 30.33,-05 02 36.46,0.00055335,0.019437936,0.052571714,0.024620039,0.049840137,0.026122799,0.049840137,0.023759776,0.049840137,0.063513166,0.003648381,0.14282382,1,1,Warm,1,0.57566382,Aquarius,Aqr,Water Carrier
86,Kepler-737 b,Transit,Kepler,2016,4/16/2019,4.5,,,0,M-R relationship,1.96,-0.11,0.11,0,28.599154,-5.67e-05,5.673e-05,0,0.1422,,,0,0.0,,,0,89.99,,,0,,,,0,Kepler-737,,,,291.86298,46.429161,19h27m27.12s,+46d25m44.98s,15.971,-0.332,0.332,205.118,-1.1585,1.1585,3813.0,-38.49,40.13,0,0.51,-0.03,0.03,0,0.48,-0.02,0.03,0,-0.24,-0.081,0.087,0,3.89,-2.2,5.68,0,-1.301,-0.112,0.089,0,4.77,-0.02,0.02,0,1.5152288,2.2959184,1.1713869,0.59764639,0.002939221,0.1422,0.1422,0.1422,0.1422,2.4728673,2.4728673,2.4728673,319.44781,319.44781,319.44781,360.7661,360.7661,360.7661,Superterran,M,19 27 27.12,+46 25 44.98,0.050003453,0.18204346,0.46509118,0.23058577,0.44094294,0.24437314,0.44094294,0.22258985,0.44094294,0.6037592,0.055413878,0.35843177,0,0,Hot,0,0.62247318,Cygnus,Cyg,Swan
87,Kepler-283 c,Transit,Kepler,2014,4/16/2019,3.97,,,0,M-R relationship,1.82,-0.12,0.12,0,92.743711,-0.001413,0.001413,0,0.341,,,0,0.0,,,0,89.99,,,0,,,,0,Kepler-283,,,,293.61374,47.838938,19h34m27.30s,+47d50m20.18s,16.216,-0.275,0.275,468.094,-7.684,7.94,4351.0,-100.0,100.0,0,0.6,-0.01,0.01,0,0.57,-0.02,0.02,0,-0.17,-0.124,0.091,0,3.09,-1.53,3.91,0,-0.983,-0.053,0.047,0,4.72,-0.15,0.15,0,1.4769288,2.1813187,1.1985267,0.65853118,0.006403529,0.341,0.341,0.341,0.341,0.8943165,0.8943165,0.8943165,247.72653,247.72653,247.72653,279.76819,279.76819,279.76819,Superterran,K,19 34 27.30,+47 50 20.18,0.10399202,0.25915053,0.64476695,0.32825473,0.61129432,0.34765457,0.61129432,0.31689263,0.61129432,0.87069042,0.14742021,0.36413995,1,1,Warm,2,0.79063717,Cygnus,Cyg,Swan
88,Kepler-712 c,Transit,Kepler,2016,4/16/2019,21.0,,,0,M-R relationship,4.85,-0.41,0.26,0,226.89047,-0.001096,0.001096,0,0.6732,,,0,0.0,,,0,89.76,,,0,,,,0,Kepler-712,,,,294.90967,42.935199,19h39m38.32s,+42d56m06.72s,16.161,-0.172,0.172,872.493,-32.541,32.541,5148.0,-78.09,83.48,0,0.84,-0.04,0.03,0,0.78,-0.02,0.02,0,-0.03,-0.105,0.106,0,3.31,-1.61,2.8,0,-0.484,,,0,4.58,-0.02,0.02,0,2.0808404,4.3298969,0.89276225,0.18407469,0.019689863,0.6732,0.6732,0.6732,0.6732,0.72395536,0.72395536,0.72395536,234.97825,234.97825,234.97825,,265.371,265.371,Neptunian,K,19 39 38.32,+42 56 06.72,0.32809529,0.44538284,1.0706972,0.56414145,1.0151175,0.59692219,1.0151175,0.54461091,1.0151175,1.5465493,0.64851854,0.4120557,1,1,Warm,0,0.52106326,Cygnus,Cyg,Swan
89,Kepler-967 c,Transit,Kepler,2016,4/16/2019,12.9,,,0,M-R relationship,3.65,-0.13,0.15,0,198.71125,-0.0006558,0.0006558,0,0.6253,,,0,0.0,,,0,89.99,,,0,,,,0,Kepler-967,,,,286.55801,38.405242,19h06m13.92s,+38d24m18.87s,14.702,-0.126,0.126,568.546,,,5178.0,-79.8,68.7,0,0.84,-0.04,0.03,0,0.8,-0.03,0.03,0,-0.03,-0.11,0.108,0,5.89,-3.24,3.64,0,-0.718,-0.058,0.051,0,4.56,-0.03,0.02,0,1.8799592,3.5342466,0.96828673,0.26528404,0.0155469,0.6253,0.6253,0.6253,0.6253,0.48957941,0.48957941,0.48957941,213.08628,213.08628,213.08628,,240.64747,240.64747,Neptunian,K,19 06 13.92,+38 24 18.87,0.19142559,0.33967595,0.81566909,0.43024818,0.77332786,0.45523389,0.77332786,0.415352,0.77332786,1.1813097,0.68281953,0.45359732,1,1,Warm,0,0.52979053,Lyra,Lyr,Lyre
90,Kepler-1801 c,Transit,Kepler,2023,5/16/2023,8.8,,,0,M-R relationship,2.91,-0.42,0.83,0,116.58318,-0.002231,0.002231,0,0.4572,,,0,0.0,,,0,89.74,,,0,,,,0,Kepler-1801,,,,295.16401,39.201402,19h40m39.36s,+39d12m05.05s,15.28,-0.046,0.046,839.332,-15.38,15.956,5738.0,-173.0,156.0,0,0.94,-0.09,0.11,0,0.98,-0.14,0.28,0,-0.06,-0.3,0.3,0,8.1,-3.7,3.7,0,-0.223,,,0,4.43,-0.19,0.1,0,1.738981,3.024055,1.0391942,0.35711139,0.009638507,0.4572,0.4572,0.4572,0.4572,2.8627772,2.8627772,2.8627772,331.35734,331.35734,331.35734,,374.21605,374.21605,Neptunian,G,19 40 39.36,+39 12 05.05,0.5984116,0.58193245,1.3724917,0.73709039,1.3012469,0.77945932,1.3012469,0.71152315,1.3012469,2.0886408,1.855303,0.49660943,0,0,Hot,0,0.51462551,Cygnus,Cyg,Swan
91,Kepler-991 b,Transit,Kepler,2016,9/25/2018,6.99,,,0,M-R relationship,2.54,-0.12,0.13,0,82.534252,-0.0003449,0.0003449,0,0.3104,,,0,0.0,,,0,89.99,,,0,,,,0,Kepler-991,,,,297.09055,49.626487,19h48m21.73s,+49d37m35.35s,15.626,-0.034,0.034,389.561,-3.777,3.851,4392.0,-44.76,55.21,0,0.64,-0.03,0.03,0,0.61,-0.02,0.02,0,-0.25,-0.121,0.099,0,3.47,-1.9,4.22,0,-0.831,,,0,4.67,-0.02,0.01,0,1.6589058,2.7519685,1.0834522,0.42655597,0.006888733,0.3104,0.3104,0.3104,0.3104,1.5316396,1.5316396,1.5316396,283.39283,283.39283,283.39283,,320.04767,320.04767,Neptunian,K,19 48 21.73,+49 37 35.35,0.14757065,0.30831293,0.76558873,0.39052655,0.72584402,0.41358584,0.72584402,0.37701001,0.72584402,1.037203,0.16161839,0.37932058,1,0,Warm,0,0.65842367,Cygnus,Cyg,Swan
92,K2-18 b,Transit,K2,2015,8/9/2022,8.92,-1.6,1.7,0,Mass,2.37,-0.22,0.22,0,32.939623,-0.0001,9.5e-05,0,0.1429,-0.0065,0.006,0,0.2,-0.08,0.08,0,89.579,-0.009,0.008,0,-5.7,-33.8,46.4,0,K2-18,,,M2.5 V,172.56014,7.5878315,11h30m14.43s,+07d35m16.19s,13.477,-0.042,0.042,38.0266,-0.07955,0.07955,3457.0,-39.0,39.0,0,0.36,-0.05,0.05,0,0.41,-0.04,0.04,0,0.12,-0.16,0.16,0,,,,0,-1.597,-0.038,0.035,0,4.79,-0.01,0.01,0,1.9400291,3.7637131,1.5880646,0.67006945,0.003333713,0.145758,0.11432,0.17148,0.14362406,1.2641538,0.86014774,1.9353324,268.06253,245.32566,300.46134,302.73451,277.05678,339.32387,Superterran,M,11 30 14.43,+07 35 16.19,0.02529298,0.13014532,0.33844445,0.16484763,0.32086936,0.17477509,0.32086936,0.15912024,0.32086936,0.4294017,0.026765662,0.32818492,1,0,Warm,2,0.70093768,Leo,Leo,Lion
93,TRAPPIST-1 d,Transit,La Silla Observatory,2016,11/14/2022,0.388,-0.012,0.012,0,Mass,0.788,-0.01,0.011,0,4.049219,-2.6e-05,2.6e-05,0,0.02227,-0.00019,0.00019,0,0.00837,-0.00093,0.00093,0,89.896,-0.077,0.077,0,-8.73,-6.17,6.17,0,TRAPPIST-1,,,,346.62639,-5.0434618,23h06m30.33s,-05d02m36.46s,17.02,-0.2,0.2,12.429889,-0.0187066,0.0187066,2566.0,-26.0,26.0,0,0.09,0.0,0.0,0,0.12,0.0,0.0,0,0.04,-0.08,0.08,0,0.5,,,-1,-3.257,-0.015,0.015,0,5.24,-0.01,0.01,-1,0.70170206,0.49238579,0.62485506,0.79296327,0.000359516,0.02227078,0.0220836,0.0224564,0.022270195,1.1157703,1.0972857,1.1346456,261.81089,260.72318,262.91464,295.67425,294.44586,296.92077,Subterran,M,23 06 30.33,-05 02 36.46,0.00055335,0.019437936,0.052571714,0.024620039,0.049840137,0.026122799,0.049840137,0.023759776,0.049840137,0.063513166,0.003648381,0.14282382,1,0,Warm,1,0.90766241,Aquarius,Aqr,Water Carrier
94,GJ 1002 b,Radial Velocity,Multiple Observatories,2022,12/17/2022,1.08,-0.13,0.13,0,Msini,1.03,,,0,10.3465,-0.027,0.027,0,0.0457,-0.0013,0.0013,0,,,,0,,,,0,,,,0,GJ 1002,,,M5.5 V,1.6764641,-7.5462123,00h06m42.35s,-07d32m46.36s,13.76,,0.02,4.84867,-0.00304,0.00303,3024.0,-52.0,52.0,0,0.12,-0.01,0.01,0,0.14,-0.01,0.01,0,-0.25,-0.19,0.19,0,,,,0,-2.852,-0.006,0.006,0,5.1,-0.06,0.06,0,1.0239842,1.0485437,1.0180036,0.98835299,0.000950858,0.0457,0.0457,0.0457,0.0457,0.67323642,0.67323642,0.67323642,230.74995,230.74995,230.74995,260.59581,260.59581,260.59581,Terran,M,00 06 42.35,-07 32 46.36,0.001406048,0.030823922,0.08183201,0.039042311,0.077581509,0.04141143,0.077581509,0.037682012,0.077581509,0.10124271,0.008819998,0.22755071,1,1,Warm,1,0.86151546,Cetus,Cet,Whale
95,GJ 625 b,Radial Velocity,Multiple Observatories,2017,9/27/2017,2.82,-0.51,0.51,0,Msini,1.49,,,0,14.628,-0.013,0.012,0,0.078361,-4.6e-05,4.4e-05,0,0.13,-0.09,0.12,0,,,,0,343.1,-14.8,9.6,0,GJ 625,,HIP 80459,M2,246.35579,54.303362,16h25m25.39s,+54d18m12.10s,10.066,-0.039,0.039,6.47249,-0.001155,0.001155,3499.0,-68.0,68.0,0,0.3,-0.07,0.07,0,0.31,-0.06,0.06,0,-0.38,-0.09,0.09,0,,,,0,-1.894,-0.17,0.17,0,4.94,-0.06,0.06,0,1.3757243,1.8926174,1.2702131,0.85249198,0.001439176,0.07902315,0.06817407,0.08854793,0.078527463,2.0965306,1.6279579,2.7463859,305.55467,287.7468,327.93676,345.07599,324.9648,370.35304,Terran,M,16 25 25.39,+54 18 12.10,0.012764388,0.092407383,0.23980961,0.11704727,0.22735678,0.12409041,0.22735678,0.11298166,0.22735678,0.3050449,0.027072053,0.30883383,0,0,Hot,0,0.71353602,Draco,Dra,Dragon
96,Wolf 1061 c,Radial Velocity,La Silla Observatory,2015,3/29/2017,3.41,-0.41,0.43,0,Msini,1.66,,,0,17.8719,-0.0059,0.0059,0,0.089,-0.0031,0.0029,0,0.11,-0.07,0.1,0,,,,0,37.0,-47.0,47.0,0,Wolf 1061,,HIP 80824,M3.5,247.57483,-12.667687,16h30m17.96s,-12d40m03.67s,10.1,-0.1,0.1,4.30592,-0.00118,0.00118,3342.0,-49.0,49.0,0,0.29,,,0,0.31,-0.03,0.03,0,-0.09,-0.09,0.09,0,,,,0,-1.991,-0.452,0.217,0,4.9,0.0,0.0,0,1.4332539,2.0542169,1.23748,0.7454699,0.001801707,0.08953845,0.07921,0.09879,0.08913515,1.2967716,1.046102,1.6271964,271.22218,257.62809,287.71314,306.30284,290.95045,324.92679,Superterran,M,16 30 17.96,-12 40 03.67,0.010209395,0.08279293,0.21651733,0.10486871,0.20527316,0.11119772,0.20527316,0.1012226,0.20527316,0.27281219,0.020439625,0.3053635,1,0,Warm,2,0.80218752,Ophiuchus,Oph,Serpent Holder
97,HD 31527 d,Radial Velocity,La Silla Observatory,2019,2/5/2019,11.82,-1.64,1.7,0,Msini,3.46,,,0,271.6737,-2.2471,2.1135,0,0.8098,-0.0293,0.0273,0,0.24,-0.13,0.13,0,,,,0,179.0,-26.2,31.11,0,HD 31527,HD 31527,HIP 22905,G2 V,73.909619,-23.241316,04h55m38.31s,-23d14m28.74s,7.49,-0.03,0.03,38.4473,-0.0408,0.0408,5898.0,-13.0,13.0,0,0.96,,,0,1.07,-0.02,0.01,0,-0.17,-0.01,0.01,0,,,,0,0.079,-0.011,0.011,0,4.45,-0.02,0.02,0,1.8482924,3.416185,0.9873367,0.28535743,0.014215387,0.83312224,0.615448,1.004152,0.81574384,1.8841992,1.1896004,3.1667755,295.1704,266.04186,339.82398,,300.45248,383.77779,Neptunian,G,04 55 38.31,-23 14 28.74,1.1994993,0.81597837,1.9165372,1.0335343,1.8170516,1.0927882,1.8170516,0.99766034,1.8170516,2.9570847,2.4594699,0.45510143,0,0,Hot,0,0.55378705,Lepus,Lep,Hare
98,GJ 682 b,Radial Velocity,Multiple Observatories,2014,10/4/2019,4.4,-2.4,3.7,0,Msini,1.93,,,0,17.478,-0.04,0.062,0,0.08,-0.004,0.014,0,0.08,-0.08,0.19,0,,,,0,86.0,,,0,GJ 682,,HIP 86214,M3.5 V,264.26102,-44.323252,17h37m02.65s,-44d19m23.71s,10.94,-0.1,0.1,5.00671,-0.0021,0.0021,3028.0,,,0,0.27,,,0,0.3,-0.01,0.01,0,,,,0,,,,0,-2.699,,,0,4.93,-0.01,0.01,0,1.5098983,2.2797927,1.1812398,0.61204133,0.001866492,0.080256,0.0736,0.0864,0.080064135,0.31348317,0.26789988,0.36918528,190.38411,183.27062,198.5687,215.00894,206.97536,224.25215,Superterran,M,17 37 02.65,-44 19 23.71,0.001999862,0.03675957,0.097572148,0.046560552,0.09250409,0.049385705,0.09250409,0.04493835,0.09250409,0.1207435,0.011637164,0.29817579,1,1,Warm,2,0.56760583,Scorpius,Sco,Scorpion
99,Kepler-138 e,Transit Timing Variations,Multiple Observatories,2022,1/4/2023,0.43,-0.1,0.21,0,Mass,0.797,,,0,38.23,-0.006,0.006,0,0.1803,-0.0014,0.0014,0,0.112,-0.024,0.018,0,88.53,-1.0,1.0,0,76.0,-14.0,10.0,0,Kepler-138,,,M1 V,290.38141,43.293064,19h21m31.54s,+43d17m35.03s,13.04,-0.092,0.092,66.8624,-0.107,0.107,3841.0,-51.0,50.0,0,0.54,-0.01,0.01,0,0.54,-0.01,0.01,0,-0.18,-0.1,0.1,0,4.68,-2.81,5.53,0,-1.252,-0.032,0.03,0,4.71,-0.03,0.03,0,0.73452244,0.53952321,0.67694255,0.8493633,0.001484404,0.18143084,0.1601064,0.2004936,0.18058388,1.7328049,1.3925121,2.1836479,291.58167,276.72567,309.66731,329.29568,312.51816,349.72057,Subterran,M,19 21 31.54,+43 17 35.03,0.05597576,0.19251097,0.49114501,0.24384456,0.46564426,0.25841614,0.46564426,0.23538997,0.46564426,0.63879832,0.059263101,0.37675908,0,0,Hot,0,0.79424968,Lyra,Lyr,Lyre
100,Kepler-138 d,Transit,Kepler,2014,1/4/2023,2.1,-0.7,0.6,0,Mass,1.51,-0.04,0.04,0,23.0923,-0.0006,0.0006,0,0.1288,-0.001,0.001,0,0.01,-0.005,0.005,0,89.04,-0.04,0.04,0,250.0,-20.0,30.0,0,Kepler-138,,,M1 V,290.38141,43.293064,19h21m31.54s,+43d17m35.03s,13.04,-0.092,0.092,66.8624,-0.107,0.107,3841.0,-51.0,50.0,0,0.54,-0.01,0.01,0,0.54,-0.01,0.01,0,-0.18,-0.1,0.1,0,4.68,-2.81,5.53,0,-1.252,-0.032,0.03,0,4.71,-0.03,0.03,0,1.1792915,1.3907285,0.92101224,0.60994188,0.002005756,0.12880644,0.127512,0.130088,0.12880161,3.3743489,3.3076955,3.4426897,345.25427,343.54299,346.99577,389.91045,387.97782,391.8772,Terran,M,19 21 31.54,+43 17 35.03,0.05597576,0.19251097,0.49114501,0.24384456,0.46564426,0.25841614,0.46564426,0.23538997,0.46564426,0.63879832,0.059263101,0.37675908,0,0,Hot,0,0.59017988,Lyra,Lyr,Lyre
101,GJ 3988 b,Radial Velocity,Calar Alto Observatory,2023,10/21/2023,3.69,-0.41,0.42,0,Msini,1.74,,,0,6.9442,-0.001,0.001,0,0.0405,-0.0012,0.0011,0,0.0,,,0,,,,0,0.0,,,0,GJ 3988,,,M4.5 V,255.85037,51.40898,17h03m24.09s,+51d24m32.33s,13.627,-0.098,0.098,9.9105,-0.00416,0.00416,3273.0,-101.0,101.0,0,0.18,-0.02,0.02,0,0.2,-0.01,0.01,0,-0.12,-0.17,0.17,0,,,,0,-2.395,-0.002,0.002,0,4.92,-0.14,0.14,0,1.4562588,2.1206897,1.2187872,0.70045239,0.001108728,0.0405,0.0405,0.0405,0.0405,2.4552174,2.4552174,2.4552174,318.87627,318.87627,318.87627,360.12064,360.12064,360.12064,Superterran,M,17 03 24.09,+51 24 32.33,0.00402717,0.052036561,0.13653852,0.065911364,0.12944754,0.069894191,0.12944754,0.063618721,0.12944754,0.17134197,0.015486346,0.26048054,0,0,Hot,0,0.64622072,Draco,Dra,Dragon
102,HD 69830 d,Radial Velocity,La Silla Observatory,2006,9/20/2021,18.1,,,0,Msini,4.45,,,0,197.0,-3.0,3.0,0,0.63,,,0,0.07,-0.07,0.07,0,,,,0,224.0,-61.0,61.0,0,HD 69830,HD 69830,HIP 40693,K0V,124.60101,-12.636425,08h18m24.24s,-12d38m11.13s,5.96004,-0.023,0.023,12.5591,-0.0096,0.0097,5385.0,-20.0,20.0,0,0.86,-0.03,0.03,0,0.89,-0.02,0.02,0,-0.05,-0.02,0.02,0,7.0,-3.0,3.0,0,-0.22,-0.02,0.02,0,4.49,-0.03,0.03,0,2.0167835,4.0674157,0.91402601,0.2053991,0.016180879,0.6315435,0.5859,0.6741,0.6303865,1.521898,1.3260239,1.7553067,282.68077,273.36162,293.2162,,308.719,331.14162,Neptunian,K,08 18 24.24,-12 38 11.13,0.60255959,0.5959988,1.4208014,0.75491413,1.3470484,0.79858001,1.3470484,0.72876235,1.3470484,2.0958672,0.98210685,0.47051557,1,0,Warm,0,0.5290697,Puppis,Pup,Stern
103,Kepler-1388 e,Transit,Kepler,2016,4/16/2019,6.62,,,0,M-R relationship,2.46,-0.15,0.14,0,37.632708,-0.0007269,0.0007269,0,0.1861,,,0,0.0,,,0,89.69,,,0,,,,0,Kepler-1388,,,,283.33602,47.17445,18h53m20.64s,+47d10m28.02s,16.43,-1.133,1.133,453.795,-7.4825,7.4825,4098.0,-51.9,48.16,0,0.63,-0.03,0.02,0,0.61,-0.03,0.02,0,0.02,-0.107,0.11,0,4.47,-2.64,5.81,0,-1.107,-0.112,0.089,0,4.67,-0.02,0.02,0,1.6404441,2.6910569,1.0939256,0.44468519,0.004077282,0.1861,0.1861,0.1861,0.1861,2.2568737,2.2568737,2.2568737,312.23136,312.23136,312.23136,352.61626,352.61626,352.61626,Superterran,K,18 53 20.64,+47 10 28.02,0.07816278,0.22624706,0.56987303,0.2865772,0.54028685,0.30360817,0.54028685,0.27665111,0.54028685,0.7548554,0.097017993,0.39360107,0,0,Hot,0,0.59565828,Lyra,Lyr,Lyre
104,Kepler-1086 c,Transit,Kepler,2016,4/16/2019,8.96,,,0,M-R relationship,2.94,-0.13,0.11,0,161.51633,-0.0008629,0.0008629,0,0.503,,,0,0.0,,,0,90.0,,,0,,,,0,Kepler-1086,,,,295.25119,45.842954,19h41m00.28s,+45d50m34.63s,16.002,-0.069,0.069,466.084,-7.178,7.178,4350.0,-34.14,45.98,0,0.7,-0.03,0.02,0,0.66,-0.02,0.01,0,0.06,-0.129,0.094,0,2.88,-1.36,5.26,0,-0.86,,,0,4.65,-0.02,0.01,0,1.7457431,3.047619,1.0366051,0.35258677,0.011769461,0.503,0.503,0.503,0.503,0.54558702,0.54558702,0.54558702,218.93526,218.93526,218.93526,,247.25298,247.25298,Neptunian,K,19 41 00.28,+45 50 34.63,0.13803843,0.29858331,0.74291123,0.37820251,0.70434351,0.40055476,0.70434351,0.36511152,0.70434351,1.0031451,0.15492679,0.37886946,1,1,Warm,0,0.59448569,Cygnus,Cyg,Swan
105,HIP 38594 b,Radial Velocity,Multiple Observatories,2020,9/8/2020,8.1,-1.7,1.7,0,Msini,2.77,,,0,60.722,-0.122,0.122,0,0.256,-0.003,0.003,0,0.17,-0.11,0.11,0,,,,0,125.0,-100.0,100.0,0,HIP 38594,,HIP 38594,M0,118.54391,-25.302307,07h54m10.54s,-25d18m08.31s,9.75,-0.1,0.1,17.7886,-0.0095,0.0095,4086.3,-97.3,168.9,0,0.61,-0.02,0.02,0,0.63,-0.02,0.02,0,,,,0,,,,0,-1.062,0.0,0.0,0,4.63,-0.01,0.01,0,1.7100257,2.9241877,1.0556634,0.38110593,0.005032939,0.2596992,0.21248,0.29952,0.25693369,1.342419,0.96638092,1.920277,272.70254,252.57293,299.87529,307.97467,285.24143,338.66202,Superterran,M,07 54 10.54,-25 18 08.31,0.086696188,0.23834487,0.60069227,0.30190094,0.56950595,0.31984715,0.56950595,0.29144367,0.56950595,0.79499384,0.094070287,0.39125605,1,0,Warm,2,0.65229637,Puppis,Pup,Stern
106,GJ 667 C e,Radial Velocity,La Silla Observatory,2013,5/14/2014,2.7,-1.4,1.6,0,Msini,1.45,,,0,62.24,-0.55,0.55,0,0.213,-0.022,0.019,0,0.02,-0.02,0.22,0,,,,0,28.6,-28.6,331.4,0,GJ 667 C,,,M1.5 V,259.75106,-34.997765,17h19m00.25s,-34d59m51.95s,10.602,-0.023,0.023,7.24396,-0.00485,0.00486,3350.0,-50.0,50.0,0,0.33,-0.02,0.02,0,0.42929613,,,0,-0.55,-0.1,0.1,0,2.0,,,-1,-1.863,-0.03,0.028,0,4.69,-0.1,0.1,-1,1.3645765,1.862069,1.2841855,0.88564517,0.004207339,0.2130426,0.20874,0.21726,0.21301065,0.30222311,0.29042931,0.31462168,188.86394,187.00784,190.78616,213.29214,211.19597,215.46299,Terran,M,17 19 00.25,-34 59 51.95,0.013708818,0.09593028,0.25077627,0.12150901,0.23775302,0.12884122,0.23775302,0.11728457,0.23775302,0.31612858,0.021634516,0.27748178,1,1,Warm,1,0.59946584,Scorpius,Sco,Scorpion
